1.437239100977843798e+00 1.413143210286472273e+00 7.965601096723283758e-01 7.870288791037335363e-01 7.144379352982459519e-01 6.616536711111169478e-01 6.025796386822792616e-01 6.611144567896257707e-01 6.206931871620505747e-01 5.340285437247870304e-01 5.413436498395245433e-01 5.305214298490961156e-01 4.969643273380435766e-01 4.576138041893451081e-01 3.832825495328028853e-01 4.562609733849273819e-01 3.365570145914837386e-01 3.865345578417137551e-01 2.880592360713409850e-01 2.999654384696061604e-01 2.429684926275503531e-01 2.461585399783976502e-01 1.982999927205011947e-01 2.424418358076531332e-01 2.254647043741034307e-01 2.132478242675888147e-01 2.350687860951005403e-01 4.589181317519536729e-01 -2.630018530844915325e-01 -3.272392533879622811e-01 -1.672727958595963127e-01 -3.231164710426562281e-01 -2.982026379791654636e-01 -3.771382937538801938e-01 -5.677370911764547529e-02 -6.863388544529700624e-04 -1.424922003912719171e-01 -2.000573568678051112e-02 1.844214110711636656e-01 -1.431017345422136988e-01 -1.061672107573220059e+00 -7.404291538358513947e-01 -6.970751039790751280e-01 -6.260641348186918309e-01 -4.676444626229060986e-01 -5.521819402923879849e-01 -5.019976224376586638e-01 -3.006423427719618346e-01 -3.894650693433713839e-01 -3.334767159260108027e-01 -3.407744250011099929e-01 -2.730625662354673744e-01 -2.624153632762769583e-01 -2.289693212150885060e-01 -2.387449255319737951e-01 -2.191574821437998200e-01 -4.120405111811358823e-01
1.413143210286472495e+00 1.389846980112537045e+00 7.834459551203933891e-01 7.747314232113490240e-01 6.983089943970470781e-01 6.501031080870179890e-01 5.880373907112117493e-01 6.520477934691581989e-01 6.099434673643242544e-01 5.231656965821651628e-01 5.319374396918076231e-01 5.232100440523368423e-01 4.885811522869956125e-01 4.485547056088247109e-01 3.710898259079323247e-01 4.499985665363689380e-01 3.237355295854305592e-01 3.784765755721839486e-01 2.796819327102793018e-01 2.944627869434456868e-01 2.352457785833717285e-01 2.412437884790191445e-01 1.915604095341543189e-01 2.382579585766776975e-01 2.202863753348932863e-01 2.091207397948122715e-01 2.324519142577259612e-01 4.641268918802274879e-01 -2.706047087269894402e-01 -3.227884023292515447e-01 -1.720751657348020269e-01 -3.160697045878685385e-01 -2.920026132851222256e-01 -3.789170177790017191e-01 -5.585131331303606200e-02 -1.782977305100267792e-03 -1.369283876551311008e-01 -2.363420534730086356e-02 1.772564085292963609e-01 -1.457412614317678545e-01 -1.031888699647611096e+00 -7.160058598076182168e-01 -6.708010233133702149e-01 -6.055118694122804124e-01 -4.500891707412202902e-01 -5.419367707367255260e-01 -4.964366224472087086e-01 -2.851918733993569210e-01 -3.801150327768525461e-01 -3.219871716556066410e-01 -3.355599559641694318e-01 -2.659328803234817795e-01 -2.552608441444457754e-01 -2.208654776911903594e-01 -2.331281925008345801e-01 -2.131992614064046054e-01 -4.180917404354211331e-01
7.965601096723283758e-01 7.834459551203932781e-01 4.742224495849342580e-01 4.446613334760952663e-01 4.325991485347547294e-01 3.544794030032168974e-01 3.639365744920631252e-01 3.340959460060513586e-01 3.663443056129770392e-01 3.154156002549610704e-01 2.925401707952823283e-01 2.996985094336596100e-01 2.781782832051794552e-01 2.498774347318074573e-01 2.544627173559217970e-01 2.922772749761280986e-01 2.237050142761868865e-01 2.338824373962107850e-01 1.304958412169737736e-01 1.720904525326565904e-01 1.149034055697878420e-01 1.295631118959930661e-01 1.008408830760732511e-01 1.344397377487489276e-01 1.448063040463968831e-01 1.338904319650776609e-01 1.199535090612030841e-01 4.850736730813573483e-02 -3.106387968010864142e-01 -3.072176126072563296e-01 -2.009933491317317800e-01 -2.778349794042478393e-01 -2.610744490523479455e-01 -2.754733839596594236e-01 -8.380509180036872785e-02 -4.158545360347108699e-02 -1.202177099329736487e-01 -4.992006655103294749e-02 6.478757292895713504e-02 -1.032105013784972991e-01 -6.088408594743669466e-01 -3.140688507484044600e-01 -3.404274144174477268e-01 -2.756849937266422912e-01 -2.739506031065651048e-01 -2.742748135702978707e-01 -2.412064509228107334e-01 -1.273493746988083042e-01 -2.166597431430098419e-01 -1.541020144068636077e-01 -1.869333227080498261e-01 -1.552451714924361348e-01 -1.189016165005207376e-01 -1.109264057185968960e-01 -1.596681802735321343e-01 -1.229007342317146589e-01 -2.102077720651821802e-01
7.870288791037336473e-01 7.747314232113490240e-01 4.446613334760953218e-01 4.349353487010843011e-01 3.913255216654840662e-01 3.583782230788681855e-01 3.278400042274833281e-01 3.584499436725484545e-01 3.445897109456894647e-01 2.931079269170981383e-01 2.939184673657103120e-01 2.952460549615961161e-01 2.726948976483409837e-01 2.467372628566548709e-01 2.078718282762710146e-01 2.623631834091580961e-01 1.781097104368170592e-01 2.130962302189557678e-01 1.431336254348392900e-01 1.646754775693411721e-01 1.205107800792947631e-01 1.314573024342831353e-01 9.914565772857775183e-02 1.325251111637761603e-01 1.253218302082216851e-01 1.194193680835231308e-01 1.290209580335191508e-01 2.286426896188364644e-01 -2.095519754966119752e-01 -2.119720204949547826e-01 -1.340393647878998229e-01 -1.974792310352190272e-01 -1.840287345792815943e-01 -2.398451724404300767e-01 -4.386966691097039794e-02 -1.273794501776026253e-02 -8.131884467875361011e-02 -2.879559361577276044e-02 8.325881230602451277e-02 -9.485298436792230503e-02 -5.609242440870514379e-01 -3.565934777988285509e-01 -3.396311644012460773e-01 -3.041847101635143935e-01 -2.390709894835072458e-01 -2.925619535747505662e-01 -2.719521174225559834e-01 -1.330151042930262650e-01 -2.074859725213568373e-01 -1.626393631869580969e-01 -1.871948816751608513e-01 -1.450672528725445165e-01 -1.314084176235288393e-01 -1.124580663754195520e-01 -1.339594161016928742e-01 -1.155167379739088923e-01 -2.486976856078444154e-01
7.144379352982459519e-01 6.983089943970470781e-01 4.325991485347547849e-01 3.913255216654840662e-01 4.457297981624624983e-01 3.193479585126758891e-01 3.853559333474186333e-01 2.671827804440771170e-01 3.392289958533174499e-01 3.102425668465818021e-01 2.638084995811580402e-01 2.527625813162748258e-01 2.509113587103460330e-01 2.385400025026298831e-01 3.057321539795703202e-01 2.585733462456196730e-01 2.925117118445860198e-01 2.334535955939539831e-01 1.479801880641734291e-01 1.614406285905209404e-01 1.379930556021198573e-01 1.229563445905623026e-01 1.260064729731186772e-01 1.219392825599901337e-01 1.516083419332373283e-01 1.310585926407496771e-01 8.958498399706589510e-02 -1.639209491833812926e-01 -1.940016518285923586e-01 -3.022277299545567675e-01 -1.278713296530608057e-01 -2.975320070196715849e-01 -2.767864167921799678e-01 -1.763885451832167273e-01 -9.076380177329393395e-02 -3.740393535440572625e-02 -1.560016035409708957e-01 -1.211277501743513590e-02 9.242318504035954008e-02 -4.330391835583815435e-02 -6.867638273751056621e-01 -3.871439104948974363e-01 -4.550435731004797701e-01 -3.384038577542612392e-01 -3.592153437914602510e-01 -2.474142692805837984e-01 -1.730353950946396102e-01 -2.190794652608541726e-01 -2.262175748717482615e-01 -1.950547211858388585e-01 -1.614761580957217724e-01 -1.690613795353033966e-01 -1.294814672618325169e-01 -1.424873044806220235e-01 -1.696420689562404549e-01 -1.362960494439822701e-01 -3.759330822852835485e-02
6.616536711111170588e-01 6.501031080870179890e-01 3.544794030032168974e-01 3.583782230788681855e-01 3.193479585126758891e-01 3.095119236663620432e-01 2.705661070033393290e-01 3.143151811356938996e-01 2.778771698325162021e-01 2.405042146379134105e-01 2.522689482553800433e-01 2.406770753689425890e-01 2.278259823632302616e-01 2.133374298751913589e-01 1.664252868512859085e-01 1.943062170566932922e-01 1.480152192837086156e-01 1.722152953978102752e-01 1.466131428838268191e-01 1.363945515684009957e-01 1.225044359206569067e-01 1.165749714838982959e-01 9.780164118353017189e-02 1.116967812041382430e-01 9.782614073895830320e-02 9.293093809023587892e-02 1.107669738959797395e-01 2.746770076097975744e-01 -4.941858771016937463e-02 -1.035472192049704809e-01 -3.020712130835664228e-02 -1.140715262972901156e-01 -1.032837654141956218e-01 -1.416950643049302849e-01 -6.922393822791620202e-03 1.582392988935208550e-02 -5.344376842177718523e-02 8.727001028769004395e-03 1.024237913917713794e-01 -5.241245549795127412e-02 -4.924577703881592439e-01 -3.873839646280254345e-01 -3.513615989149356800e-01 -3.237451753301185398e-01 -2.189455232718109934e-01 -2.667700686394405274e-01 -2.420046514913903324e-01 -1.625242415617175473e-01 -1.816340405387770474e-01 -1.702909400431599218e-01 -1.571235622888178529e-01 -1.266593597320026243e-01 -1.331073586001461084e-01 -1.152484922290277353e-01 -1.013914178012613881e-01 -1.024983284816357448e-01 -1.842427603737321062e-01
6.025796386822793727e-01 5.880373907112117493e-01 3.639365744920631807e-01 3.278400042274832726e-01 3.853559333474185777e-01 2.705661070033393290e-01 3.351912646583091182e-01 2.209367537697660699e-01 2.866818789192951966e-01 2.659702108221231875e-01 2.233687755346272785e-01 2.093808753383986365e-01 2.117177170224829319e-01 2.045144403381974896e-01 2.710394759463157222e-01 2.143721368651086978e-01 2.632829137124295116e-01 2.004161482753381018e-01 1.335258081591654267e-01 1.372197553625346123e-01 1.252381103650973271e-01 1.056446951491545605e-01 1.144558129672614832e-01 1.031287218570522413e-01 1.309591279497830940e-01 1.116706136431503543e-01 7.254107023829703405e-02 -1.664971824806279199e-01 -1.333893948589379430e-01 -2.510663413743544625e-01 -8.865963874438453907e-02 -2.537094529678668997e-01 -2.352297903479150798e-01 -1.288731666960694910e-01 -7.590414405774677242e-02 -2.847046606307788996e-02 -1.386298652485433991e-01 -4.105918223562335378e-04 8.800113619561300560e-02 -2.434117843779921853e-02 -6.073586323269613008e-01 -3.560023332127633666e-01 -4.188103631299704421e-01 -3.099956632722017380e-01 -3.257895509939973122e-01 -2.113646305059945218e-01 -1.395997366072266321e-01 -2.098366560063640862e-01 -1.974615926219055184e-01 -1.788077288688649236e-01 -1.350358072858612590e-01 -1.485841004533530740e-01 -1.160190494083918056e-01 -1.304434958971396608e-01 -1.465966534306236968e-01 -1.203428439084634621e-01 -1.255316332060994397e-03
6.611144567896257707e-01 6.520477934691581989e-01 3.340959460060514141e-01 3.584499436725484545e-01 2.671827804440771170e-01 3.143151811356938996e-01 2.209367537697660422e-01 3.488951854713661094e-01 2.605639855102635516e-01 2.147160764945024169e-01 2.548257127714326775e-01 2.472628560638565343e-01 2.254789906227628038e-01 2.064126320555766669e-01 1.000522528580836956e-01 1.772731938047016065e-01 7.547812895029898383e-02 1.485525116386412769e-01 1.421941818194986662e-01 1.292610498108480721e-01 1.112035910152762430e-01 1.157845303171889662e-01 8.099483134890624048e-02 1.107647528291652722e-01 7.528894790524805203e-02 7.877807453017943162e-02 1.263339122959095950e-01 4.967165215950411494e-01 -2.009846352813163262e-02 -2.697226793042434290e-02 -9.071682600261171681e-03 -3.770193944294085442e-02 -3.173511362694825255e-02 -1.514793092137614594e-01 2.756464757183699210e-02 3.573508049215440296e-02 -4.940648733025430894e-03 8.062991731638009113e-03 1.000234063419470631e-01 -7.007482006203083480e-02 -3.987493008672659545e-01 -3.709293377837394878e-01 -2.843950176099402927e-01 -3.037826327603347920e-01 -1.443151557277009278e-01 -2.810216067143302410e-01 -2.853371660001727261e-01 -1.191199641118034502e-01 -1.621771295393491796e-01 -1.512420606501999609e-01 -1.615966814566658916e-01 -1.069832877924721259e-01 -1.322421718288788739e-01 -9.734875141624235728e-02 -7.244500578771390087e-02 -8.625963216320245430e-02 -2.823845917163741448e-01
6.206931871620506858e-01 6.099434673643242544e-01 3.663443056129770392e-01 3.445897109456894647e-01 3.392289958533174499e-01 2.778771698325162021e-01 2.866818789192951966e-01 2.605639855102635516e-01 2.839479668755655606e-01 2.465352467698124772e-01 2.290338569607409946e-01 2.309938484454088781e-01 2.165869326334353417e-01 1.968241366988135455e-01 2.020312011259908225e-01 2.225089484628055003e-01 1.803097249911397859e-01 1.825567126909875271e-01 1.088099525317146876e-01 1.341945478040327266e-01 9.596756216309769438e-02 1.025742405716920658e-01 8.377132002832285429e-02 1.049051388563948112e-01 1.128991384147085830e-01 1.036656196747108155e-01 9.266810818161909380e-02 3.919935206063682176e-02 -2.121354332405312737e-01 -2.270322359548737068e-01 -1.373310937241402629e-01 -2.099443266898805005e-01 -1.965899510438781916e-01 -1.983935187387648458e-01 -6.068030557717299378e-02 -2.736720205434368947e-02 -9.415452106501723262e-02 -3.038955266444759787e-02 5.901001781939626406e-02 -7.183724171736527442e-02 -4.880725592699465265e-01 -2.686379451829730702e-01 -2.880854887242557671e-01 -2.340214219767557668e-01 -2.246924624776039103e-01 -2.177739930156851189e-01 -1.875148884140200312e-01 -1.160873092684175240e-01 -1.723888372495645249e-01 -1.303706772670969183e-01 -1.451883027209037724e-01 -1.239157240543454219e-01 -9.852452285832016821e-02 -9.333096424668245461e-02 -1.241007702221700176e-01 -9.858360941803902266e-02 -1.486882497880684384e-01
5.340285437247871414e-01 5.231656965821651628e-01 3.154156002549610704e-01 2.931079269170981383e-01 3.102425668465818021e-01 2.405042146379134105e-01 2.659702108221231875e-01 2.147160764945024169e-01 2.465352467698125050e-01 2.206628949111213989e-01 1.981334870447539198e-01 1.924574874158249127e-01 1.866579183014845655e-01 1.748932120722324068e-01 1.990275392884718608e-01 1.872066434101809507e-01 1.859515290774214069e-01 1.642632190851360252e-01 1.070931043841345659e-01 1.176157296481226272e-01 9.680656171140879229e-02 9.123010781968191041e-02 8.574719750423061282e-02 9.074941932239315168e-02 1.036035420472259799e-01 9.203455029072564464e-02 7.391685049953224118e-02 -2.679405339702585487e-02 -1.393326535194344129e-01 -1.957313657330884693e-01 -9.095334104788996288e-02 -1.909600478448430505e-01 -1.776014916166910318e-01 -1.399160481037630133e-01 -5.401907121769164433e-02 -2.052187838209296178e-02 -9.555272893917080013e-02 -1.132154205129442051e-02 6.609555851276124883e-02 -4.202238244372565046e-02 -4.698332937872275461e-01 -2.768336789439802548e-01 -3.059982642129261410e-01 -2.399602324461502789e-01 -2.337121813420371119e-01 -1.902456055077208774e-01 -1.482557465404819308e-01 -1.411269074477650154e-01 -1.599173281830973681e-01 -1.352276847016234962e-01 -1.227992312034322520e-01 -1.172241206889042819e-01 -9.508845237943190642e-02 -9.720360121980205215e-02 -1.144029967873891052e-01 -9.423978603034761925e-02 -7.410343859011907230e-02
