0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.767241517815790863e-02 -2.461081882528891041e-01 5.392335646567752300e-02 -2.223820754436120484e-02
1.357564829043743371e-01 -3.810865935800186732e-01 8.349770227387859345e-02 -3.443478585807920045e-02
1.124338243587681557e-01 -3.156167735889173764e-01 6.915298474869327472e-02 -2.851896706639044099e-02
1.301322013530517574e-01 -3.652984834885249499e-01 8.003845983897191207e-02 -3.300818046375457449e-02
1.357564829043662047e-01 -3.810865935800182847e-01 8.349770227388161881e-02 -3.443478585809010839e-02
1.104078925873042544e-01 -3.099297123076056870e-01 6.790692530267743166e-02 -2.800508717483202875e-02
1.213564628246997928e-01 -3.406638124188983152e-01 7.464089806367243951e-02 -3.078220443295840922e-02
2.072379686255874931e-01 -2.386977280369017573e-01 1.134145963411986174e-01 3.582688048626139765e-02
2.383553506318528137e-01 4.748013757440707611e-02 2.268520248412720930e-01 3.969939031674411811e-02
2.617448224997144246e-01 -5.417373438915753375e-02 2.338023626554249779e-01 1.006456082783361156e-01
2.437115074594296549e-01 -7.918490451806389774e-02 2.094417272726751822e-01 9.784437047870213344e-02
2.978404242418083436e-01 -1.318482516204783420e-02 2.475482280819981951e-01 1.223449317752880738e-01
3.320998908408807071e-01 5.583371992744245310e-02 2.495504519599592297e-01 1.011001625253742930e-01
3.408879198576166836e-01 5.460763945603078900e-02 2.323978561944325949e-01 9.427356799029243395e-02
3.324990232933039414e-01 3.731185758945769482e-02 2.683994836604816081e-01 1.181708416740865492e-01
3.253617940542100628e-01 6.152781432507127557e-02 2.493858865974886430e-01 1.056690890171237823e-01
2.953323225152807985e-01 4.644009815775274053e-02 1.945676389922413319e-01 7.052744213939095286e-02
3.302201528192285629e-01 3.074486638817027981e-02 2.178571203088821295e-01 8.882972475512886101e-02
3.687084958285271052e-01 7.145527076328581084e-02 2.428693395604214489e-01 1.081212892032454298e-01
5.664703521991091284e-01 1.374826897422610217e-01 4.035892218322780778e-01 1.531500430017906089e-01
6.210268322997427592e-01 1.566936640507549661e-01 4.231287764931731532e-01 2.114793687075476325e-01
6.048494251196540050e-01 6.230252752650165815e-02 2.603672531606626706e-01 1.398170662725611579e-01
7.775050465810453559e-01 1.641585753613723220e-01 3.916593029299384465e-01 1.463415682158668574e-01
7.019709572531562802e-01 1.203121361665145106e-01 3.518708719582277489e-01 7.875418294582055279e-02
5.537925797152424279e-01 1.107352556779202662e-01 2.847778399629978252e-01 1.893681256937559121e-01
5.763211329330442112e-01 1.493845478864930798e-01 3.133760094571022004e-01 1.836419149662074368e-01
8.462412405596320131e-01 6.767965254502571193e-02 2.956408681204179545e-01 2.694790151239451759e-01
7.580869501446491077e-01 -2.176344529026829136e-02 2.415066625535791378e-01 1.966116998755554901e-01
8.342826227532796901e-01 6.007320700894961882e-03 2.890917843241836427e-01 2.706536444732548508e-01
8.768117497605399935e-01 4.200004636053166970e-03 2.834136062548036072e-01 2.790259194123255737e-01
9.157798478471697035e-01 6.479922309294033032e-03 3.448211976817998625e-01 2.586813981911293969e-01
9.456836851687762113e-01 3.146795589446250985e-02 4.152490846474859443e-01 3.460194720975083293e-01
1.099857174410234339e+00 8.688286378318194059e-02 4.412921368909886177e-01 4.384479232217770028e-01
1.055095237600780722e+00 1.188762655210977154e-01 5.473203591375744859e-01 4.446749159868897405e-01
1.007381114175412984e+00 -3.876395161246320303e-02 3.578470239164727729e-01 3.992628770202795718e-01
8.752202495847346553e-01 -1.281580220292084793e-01 4.134737771809263163e-01 5.169419942026647757e-02
7.450652833519004759e-01 -2.190797048701516037e-01 3.357184826578464287e-01 4.750672204307585661e-02
9.749579651830303506e-01 -1.412523172212484524e-01 3.728334207416371671e-01 3.476041936912740438e-01
1.050770545694568847e+00 -1.083333932339296257e-01 3.437135927756066467e-01 3.888673140836165776e-01
7.941335711598482838e-01 -1.782830346982221537e-01 2.761762835514234848e-01 1.706665656730231850e-01
9.063326428751456998e-01 -2.893849364941713520e-01 2.337454992360560035e-01 2.295291423127295560e-01
8.418652518438126675e-01 -2.504230175093817845e-01 2.215337818454396757e-01 2.907883159729071076e-01
1.013769459449251675e+00 -1.779011442911988816e-01 1.044794543455265651e-01 2.935172843212037752e-01
9.858407854657994518e-01 -1.138488284038672305e-01 1.036715736676745159e-01 3.066853150723786864e-02
2.092527718795997027e-01 -6.580987773896683768e-01 -8.576649452655869810e-02 -4.599354126158610168e-01
7.017865409977549485e-01 -3.749838603048538110e-01 -8.242336763942673117e-02 1.585357718176677866e-01
5.420214812606025667e-01 -5.226251534989625469e-01 -1.040492034230353913e-01 -8.692147072954087283e-02
6.902376932257117126e-01 -2.487136146701806327e-01 -7.656654523755426767e-02 1.042976130912823783e-02
5.588801963184797383e-01 -3.657758522309875748e-01 -3.197447370267075817e-02 -7.671888705879349735e-02
2.810264994547386208e-01 -3.110069782522674742e-01 5.846354957166267040e-03 -1.236202215737183391e-01
3.626178776502368417e-01 -7.145896078209958979e-01 -2.888261136136066609e-01 -2.784020253216953344e-01
2.337117814079923972e-01 -7.119790261461531600e-01 -9.285754575747660888e-02 -5.504164446969268543e-01
1.218751442440058202e-01 -8.081655835128205290e-01 -9.452288820346647913e-02 -3.981643242336523891e-01
6.101797198335259104e-02 -1.204626255233808285e-01 2.121327721521976128e-01 -1.270469136610607175e-01
6.949482175229478031e-02 -8.122261603266427155e-02 1.911963353456707648e-01 -1.612095599727519923e-01
9.833317217131617993e-02 -2.551945252155138344e-02 1.411511888560526007e-01 -8.575553247140972613e-02
1.854981166124593239e-01 -1.293658055958761197e-02 2.731914520822418257e-01 -1.804713077798244247e-01
1.602063629365022834e-01 -1.763069253108647677e-02 2.659988986340040551e-01 -1.783447724659160127e-01
