-1.756501097094225639e+00 -2.249542808584608977e+00
4.912412443000167134e-02 -7.623683968469121552e-01
-7.009830984065391901e-02 -1.915604910536536365e-01
-1.346262524041457187e-01 -1.254998432285576448e-01
-1.357154720477038445e-01 -1.079513144375223860e-01
-2.018508130890637464e-01 -1.009368904012601237e-01
-9.807860252926980937e-02 -2.610622064081366545e-01
-2.927657301143436475e-01 -3.375926813396243342e-01
-2.345479315989439650e-01 -1.626855545432480399e-01
-1.067041203821995354e-01 -2.049917415675899246e-01
-7.309980007859850915e-02 -1.203228727432814338e-01
-3.770275294462140797e-02 -2.513721117085848666e-01
-8.949444767633539521e-02 -1.419958656440369615e-01
-2.565348091563466812e-02 -3.900827554224147731e-01
-5.771810688452272409e-02 -3.205197414519235233e-01
-1.750482526173909037e-01 -1.079994390845789437e-01
-2.103286927468543954e-01 -1.329967956872765977e-01
-1.841448657204997064e-01 -7.422334765225409303e-02
-7.851890553219878499e-02 -1.228159962177001879e-01
-7.308342740836043516e-01 -1.156474046270134226e-01
-4.943174626785884485e-01 9.946538997711816543e-02
-2.514913518430334505e-01 -3.196064545338562352e-02
-1.488711615753963990e-01 -2.496411891901537672e-01
-3.982741206049851268e-01 -1.722955519068815611e-01
-1.286088540476488795e+00 -2.801580802478331300e+00
-1.173233976465040351e+00 -7.486958555418884442e-01
-1.319456890464248966e+00 2.234158881309716016e-01
-2.104084844164521684e+00 -8.648425235401584477e-01
-3.110974387221734805e+00 -1.916572805434454629e+00
-3.748023833199572441e-01 -8.523374202447543402e-01
-5.880112342308177809e+00 2.407744193136943878e+00
7.866634807471981627e-01 -5.483764152365412592e+00
-4.276632629355353599e-01 -6.217060977864041771e-02
-7.749735251868440145e+00 2.784117932862962164e+00
2.226238107627293572e-01 -6.260611265853021301e+00
-4.757300249739762066e+00 3.890244043747810854e-01
-3.467048607109228797e+00 8.523868478848769525e-01
-1.752412197818872031e+00 -6.099233341783459883e-01
5.188951676760725773e-01 -5.842586987653335839e+00
5.993645794526000214e-01 -7.794916918947545348e+00
-1.498837942784520871e+00 -1.076658653344507499e+00
-1.559042596999317798e+00 -9.396948870068390081e-01
-3.628868144836086440e+00 4.527722254490602061e-01
-1.485978893137870349e+00 -9.954591917515630550e-01
-4.553165935758255678e+00 -3.983946549161662132e-01
1.858161807830080337e+00 -9.183636110735548641e+00
-3.899004152283107039e-01 -2.054538255636568334e+00
-8.370569098340335801e-01 -1.421090450944395123e+00
-4.555947913280061989e+00 3.465238920293947644e-01
-8.815977147281298110e-02 -3.788681334676486934e-01
-8.189495215897580893e-01 -1.921319780576428715e-01
-7.091750761948825144e-01 -3.048737095364051353e+00
3.216577389014334987e+00 -1.010312655970451878e+01
-9.425683582833808138e-01 -1.639474908240058149e+00
-1.072210957068501003e+00 -1.948812513748395370e+00
-4.306353878849106920e+00 -5.435160447972565478e+00
-1.852087538303767378e+00 -2.347910635593065454e+00
-5.106631140545356828e-01 -1.622534969136858685e+00
-3.720518473445438179e+00 -8.120358690859671436e-01
-2.867948226008570911e-01 -1.215366764589917437e-01
-1.717188965463509964e+00 -2.434786221909910897e-01
-6.119561669454557373e-01 -4.983477673416256692e-01
-1.204169698559284241e+00 -2.179637792563148047e+00
-1.166136452098388121e+00 -9.958327117712333365e-01
2.425124966622148381e+00 -9.597270890829262768e+00
-2.437999778900825198e+00 -1.560557839466516272e+00
-1.174862168957145681e+00 -3.738474000134140329e+00
-6.897031595787560532e-01 -3.649480783900080461e+00
-9.161815030855158248e-01 -6.200659163799882023e-01
-5.448961669072902581e-01 -5.647050403039891586e-01
1.009380208460021050e-01 -9.608631936461083933e-01
-3.961417050224181891e-01 -1.339958001961225165e+00
-4.291027355014274569e+00 9.661737376937176158e-01
1.030272065775092116e+00 -9.272603485442973081e+00
-7.624664217827319401e-01 -8.287402978041679136e-01
-2.706268286340896001e-01 -1.896421782648773036e+00
-3.661776116612068588e+00 1.329941250295696709e-01
4.054429780719610021e-01 -4.235696565472951036e+00
-6.411738528217007627e+00 1.970426683709604054e+00
-3.268014976313847186e-01 -2.167396165846725564e-01
-1.184028312186544696e+00 -7.200300940768857849e-01
-7.333237038920628059e+00 1.534549845396532053e+00
-2.157666208026166377e+00 -2.482009484094420237e+00
-8.062487039995038796e-01 -7.361371057753061109e-01
-6.225946639555809403e-01 -7.831440588595991459e-01
-1.574490780220976216e-01 -1.503201338651371233e-01
-2.569500801972000037e-01 -6.724708623299228971e-02
-4.928867965863262812e-01 -2.208283736281891063e-01
-3.690239463670728637e-01 -1.632346469682282031e-01
-1.037506465934833866e+00 -3.195424887698338212e-01
-2.308616633550067743e+00 -2.697579476659674569e+00
-9.497848825411162599e-01 4.411825363819710244e-02
-3.714674277149519477e-01 -5.617725803467282786e-01
-5.987116443105310326e-01 -2.793450310602250131e-01
-6.732078603530244898e+00 1.114293993903889834e+00
-1.159030787612461033e+00 -1.186531892214667705e+00
-1.924219862586187713e+00 -2.773720177886623617e+00
-4.431925564841634330e-02 -5.300736374811959806e+00
-3.366562857076190740e-01 -9.386554876239955325e-01
-2.788838585043444396e-01 -6.429575101361596490e-01
-1.467917125944488976e+00 -5.745146494142829852e-01
-5.083247384256570633e-01 -1.113095479274415434e+00
-1.635905379146600780e-01 -1.714925654890229190e-01
-1.871384948042953134e-01 -1.956386075821303638e-01
-1.189613670571434828e-01 -3.151852551890726994e-01
-9.298348884687415716e-02 -4.743954946426760522e-01
-4.049060702306822024e-01 -5.608787572670802246e-02
-2.406178026605534925e-01 -7.547557305397413485e-02
-1.202118017866056432e+00 -1.340842341706759644e+00
-2.671970690505727219e+00 -1.143501171456096609e-02
-5.870203615992189983e-01 -2.460829793900029205e+00
-2.081240855776864240e+00 -1.629236452733718865e+00
-9.832030327317979879e-01 -6.252178331991695703e-01
-4.260285656127297815e-01 -6.745999104765835197e-01
-2.228689036724311290e+00 -2.425645351263726379e+00
-2.853461632593197184e+00 1.054263167995280748e+00
-1.090463118547255084e+00 -3.571686978943951207e-02
-3.754466017146919743e+00 -5.495045850018973610e-01
-3.121377013829085278e-01 -5.015995200005305854e+00
-1.452745572580781408e+00 -1.027358239087293512e+00
-6.153692401657374411e+00 2.289778514584142499e+00
-6.133214428346357716e-02 -1.524577225803424474e+00
-3.331682252583039183e-01 -4.590325216617002768e-01
-1.448993832325388142e+00 7.769540145967400446e-02
-3.418055052967158836e-01 -1.571802694374483667e-01
-1.918829744202241172e-01 -4.569840822470604136e-02
-6.355705370739828108e-02 -6.675836959901531031e-01
-1.298206171505032369e+00 -1.049149989109591230e+00
-4.303717838392175921e+00 -4.151182312293944521e-01
-1.085007272202471285e+00 -2.471744759027605376e+00
3.458137112876517594e-01 -7.362370122130442063e+00
-1.542473163001648162e+00 1.109159394465613485e-01
-4.533510895902403526e+00 -7.985486871170021095e-01
-2.585481496818503033e-01 -2.864334680004971823e+00
-2.843299206620628072e-01 -3.862298195851119470e-02
-2.621438776398038462e-01 -5.429391670557316696e-02
-1.462681565722165011e+00 -1.315633081986050668e+00
-4.094401840289145333e+00 1.105570051857552638e+00
-4.789423350425897064e-01 2.378467393715670217e-02
-1.254227294735716369e-01 -2.051401561614670799e-01
-5.135065611011994102e-01 -2.420443512609163905e-01
-1.752987819881414444e-01 -2.375118308709978088e-01
-5.590770376109474027e-01 3.906881982097541728e-02
-7.426445804199125478e-01 -5.953153285138413908e-01
-3.177499266727907279e-01 -9.207471463422172153e-01
-1.777785302570535686e+00 -5.695993396586372937e-01
-2.015789829284821089e+00 -1.934663839940166108e+00
-2.165763922016793186e-01 -1.234570860044283680e-01
-1.887144492590460798e+00 -1.142989207791354156e+00
-7.158835858407556207e-01 -1.261048663028037531e+00
-1.867719023591176031e+00 -1.931886348813804055e+00
-1.488563178939195097e+00 -1.827912645623285925e+00
-9.119840803962288300e-02 -9.072113732547083531e-01
-1.161197175830367273e-01 -9.002197059665597578e-01
-4.452134495915500700e-01 -3.987162771076707690e-01
1.014635358701215573e+00 -6.875216542672180076e+00
-4.918366963399702363e-01 -2.015194084284726017e+00
-6.210531295772303562e-01 -4.614334603637151866e-01
-7.004448530606935286e+00 2.440356852873501126e+00
-3.497746444086142326e+00 3.079807581322326418e-02
-2.179417156372477127e+00 -1.472550190023740768e+00
-2.252853044731821353e+00 -9.479655135472201399e-01
-1.455942113001835736e+00 -9.510487357821806320e-01
-5.046595072777898539e-01 -9.235948604168212617e-01
-2.541542593186133292e+00 4.382892871312191740e-01
-1.823083246724759521e+00 -8.087977228424136911e-01
-9.087344567170499987e-01 -6.732458548666636622e-01
-2.329798609348322724e+00 9.346063796625404541e-01
-7.866408603789682985e-01 -6.100386315904989809e-01
-1.282987329180109048e+00 1.930199526861836046e-01
-4.641968820355704572e+00 6.992677228225737673e-01
-2.121680343070418751e+00 -1.595741766681089135e+00
-5.354313930609927441e-01 -3.900013740709609156e-01
8.671582068836787560e-02 -8.065838055337615220e-01
-3.297400666879949371e-01 -3.476579765373318809e-01
-7.064512698206043551e-02 -2.423567395478171682e-01
-5.124022850613962898e-01 -6.527722647670146650e-01
-2.295544019873550778e-01 -2.635638891897711389e-01
-7.258982266511000703e-02 -4.067572707763940087e-01
-1.581354806378129918e-01 -7.287035244325028305e-02
-2.051147071903245689e-01 -8.512314460726094767e-02
-1.445474035937235890e-01 -9.343550243971925073e-02
-9.893367443580500242e-02 -1.847546265149395683e-01
-9.481259421908069807e-02 -2.128449523785441444e-01
